date,open_spot,high_spot,low_spot,close_spot,volume_spot,open_fut,high_fut,low_fut,close_fut,volume_fut,open_interest,open_interest_ce,open_interest_pe,volume_ce,volume_pe
2025-10-15,25181.95,25365.15,25159.35,25323.55,289930172,25261.0,25460.0,25250.0,25424.8,77119,17931750,17803275,32700825,12707877,12440270
2025-10-16,25394.9,25625.4,25376.85,25585.3,372777021,25462.0,25699.4,25460.0,25656.1,83652,17756925,24833625,22118475,14077011,6535860
2025-10-17,25546.85,25781.5,25508.6,25709.85,422055809,25621.8,25849.0,25592.0,25757.8,102562,16718400,30367050,24956850,36042012,25790413
2025-10-20,25824.6,25926.2,25788.5,25843.15,301133193,25880.2,25969.5,25833.0,25915.1,73153,17353425,58308225,42967875,102570995,96546152
2025-10-21,25901.2,25934.35,25825.8,25868.6,42477128,25960.0,25975.0,25865.1,25906.3,16378,17435700,18309900,13973100,1372013,1899418
2025-10-23,26057.2,26104.2,25862.45,25891.4,448404894,26161.1,26205.0,25940.0,25976.9,111709,15719250,23305425,24581325,4702287,10722083
2025-10-24,25935.1,25944.15,25718.2,25795.15,284913477,25980.2,25999.0,25733.0,25814.8,91660,12844650,31365675,28675425,16985988,31526974
2025-10-27,25843.2,26005.95,25827.0,25966.05,266337274,25901.0,26065.4,25878.0,26013.5,102040,8375850,30106050,42938175,26612323,29881640
2025-10-28,25939.95,26041.7,25810.05,25936.2,395231207,26009.7,26074.9,25820.0,25922.4,95613,4845750,44131050,31210425,101466202,75374001
2025-10-29,25982.0,26097.85,25960.3,26053.9,321880610,26125.0,26284.9,26101.0,26238.7,81623,14784150,17420175,22490175,9396710,9691227
2025-10-30,25984.4,26032.05,25845.25,25877.85,257373001,26199.9,26199.9,26010.0,26031.6,84090,15791250,31743150,24043650,8172663,12835332
2025-10-31,25863.8,25953.75,25711.2,25722.1,334384400,26012.1,26116.1,25890.0,25905.5,87970,16902225,16458450,27701550,6708698,22607279
2025-11-03,25696.85,25803.1,25645.5,25763.35,275858501,25890.0,25942.6,25800.0,25898.9,64885,16784025,29476800,37414875,26252092,28828846
2025-11-04,25744.75,25787.4,25578.4,25597.65,305143084,25874.7,25911.0,25693.0,25708.3,76225,17687175,57556800,49802700,65469718,105898448
2025-11-06,25593.35,25679.15,25491.55,25509.7,371852417,25740.1,25805.0,25605.0,25627.2,60278,17669175,18856575,22577250,6271452,12232508
2025-11-07,25433.8,25551.25,25318.45,25492.3,305606393,25545.0,25656.4,25428.1,25589.2,92173,18547500,27825675,28873500,24152926,20217451
2025-11-10,25503.5,25653.45,25503.5,25574.35,243592948,25690.0,25747.0,25617.8,25694.5,48889,18529950,29793675,43092975,25238919,29987142
2025-11-11,25617.0,25715.8,25449.25,25694.95,297714069,25731.0,25835.0,25555.0,25811.4,87556,18523050,58481700,54435825,112044406,60844148
2025-11-12,25834.3,25934.55,25781.15,25875.8,343864299,25925.6,26024.0,25902.2,25986.1,70367,17753700,18218325,20405400,9378575,8539056
2025-11-13,25906.1,26010.7,25808.4,25879.15,385170023,25952.0,26092.5,25896.2,25953.8,69068,17577300,22216950,21393675,10160630,10664879
2025-11-14,25767.9,25940.2,25740.8,25910.05,518943416,25904.0,25983.0,25815.0,25951.4,107879,18342450,35363250,24250200,26530943,17272830
2025-11-17,25948.2,26024.2,25906.35,26013.45,264610565,26006.0,26083.0,25971.0,26060.1,53526,18060375,40422375,37553100,30507160,24713790
2025-11-18,26021.8,26029.85,25876.5,25910.05,280000989,26020.0,26042.0,25905.7,25948.8,68819,17610000,55414500,55049700,81774906,105210781
2025-11-19,25918.1,26074.65,25856.2,26052.65,250110008,25940.0,26090.0,25887.8,26071.0,67533,16795500,23521350,23123925,9566570,5752305
2025-11-20,26132.1,26246.65,26063.2,26192.15,240425729,26136.0,26264.0,26072.0,26220.8,88561,14612850,23278425,24267750,9831850,6257288
2025-11-21,26109.55,26179.2,26052.2,26068.15,235581427,26136.3,26195.0,26061.3,26077.5,114909,12346875,25414575,26913150,13557692,21798408
2025-11-24,26122.8,26142.8,25912.15,25959.5,464655063,26111.0,26168.8,25955.0,25996.4,97172,9271125,26968425,30074325,8821346,24098251
2025-11-25,25998.5,26032.6,25857.5,25884.8,260454909,25961.0,26035.0,25867.4,25886.8,73501,6607875,56366475,42481950,63628736,95895539
2025-11-26,25842.95,26215.15,25842.95,26205.3,275265169,26105.0,26392.0,26085.0,26381.2,97557,14001225,21042600,25194825,9570984,5686968
2025-11-27,26261.25,26310.45,26141.9,26215.55,240287057,26401.1,26495.6,26317.5,26390.9,65157,13814175,27043275,25971225,10884806,11559745
2025-11-28,26237.45,26280.75,26172.4,26202.95,202511545,26341.0,26459.9,26336.3,26387.4,40720,13619100,32353050,35316375,17881480,21042948
2025-12-01,26325.8,26325.8,26124.2,26175.75,213828573,26455.1,26493.8,26301.4,26334.7,65083,14077275,57988875,34026750,29393060,36496842
2025-12-02,26087.95,26154.6,25997.85,26032.2,254803113,26278.8,26315.0,26181.0,26213.0,67766,14568000,63134475,57857700,82616594,113539494
2025-12-03,26004.9,26066.45,25891.0,25986.0,265660108,26225.0,26225.0,26049.0,26136.2,73515,15189000,25466400,21159525,9856222,10842164
2025-12-04,25981.85,26098.25,25938.95,26033.75,248099545,26105.0,26243.9,26070.2,26186.5,60874,15098475,29190150,23008200,11459981,9889841
2025-12-05,25999.8,26202.6,25985.35,26186.45,249254405,26151.9,26370.0,26151.9,26333.2,78894,14727075,31517550,25655850,26158277,15637147
2025-12-08,26159.8,26178.7,25892.25,25960.55,320729920,26325.0,26325.0,26030.0,26064.7,88146,15977700,42719775,31429950,17068619,35282764
2025-12-09,25867.1,25923.65,25728.0,25839.65,275978160,25999.0,26039.0,25875.0,25960.2,90887,16474200,46021875,41843475,111963421,116642940
2025-12-10,25864.05,25947.65,25734.55,25758.0,207944446,25882.3,26061.0,25842.0,25863.9,66432,16857150,14477700,14536725,5729491,13249255
2025-12-11,25771.4,25922.8,25693.25,25898.55,206099631,25910.0,26038.9,25804.1,26009.5,74247,16285800,26871450,26532450,14444108,10333813
2025-12-12,25971.2,26057.6,25938.45,26046.95,216344338,26100.0,26158.5,26040.1,26145.4,63960,16302825,28728600,28713375,26252380,20387492
2025-12-15,25930.05,26047.15,25904.75,26027.3,181557703,26070.0,26132.5,25987.8,26108.7,60278,15875025,43653750,36377325,36361066,24397382
2025-12-16,25951.5,25980.75,25834.35,25860.1,264351195,26012.0,26045.0,25929.5,25940.7,64790,16142550,50129400,47630625,74571398,102740485
2025-12-17,25902.4,25929.15,25770.35,25818.55,206521258,25925.0,26004.9,25857.1,25897.8,48124,16414725,21330900,20557725,7615827,12360548
2025-12-18,25764.7,25902.35,25726.3,25815.55,197553755,25875.0,25980.0,25801.0,25880.6,68189,16043025,24199275,23508600,10222059,13164549
2025-12-19,25911.5,25993.35,25880.45,25966.4,382927284,25965.0,26043.8,25951.1,26030.0,62291,15160350,28834200,37481250,20907831,19412268
2025-12-22,26055.85,26180.7,26047.8,26172.4,252990050,26150.0,26206.5,26130.0,26197.9,47797,14458500,31358175,41193525,21941307,16890777
2025-12-23,26205.2,26233.55,26119.05,26177.15,216553840,26240.0,26259.0,26163.0,26206.9,41093,13633650,53430750,43858125,99649437,86453736
2025-12-24,26170.65,26236.4,26123.0,26142.1,188846828,26228.0,26269.7,26151.7,26173.1,44130,12572700,29499375,23526075,7754941,9388703
2025-12-26,26121.25,26144.2,26008.6,26042.3,142243763,26139.0,26149.0,26041.0,26060.2,79485,10364700,45820025,34675775,12668335,17224402
2025-12-29,26063.35,26106.8,25920.3,25942.1,234312888,26080.0,26100.2,25934.6,25957.2,86313,7395750,46883125,36530025,19405302,30844678
2025-12-30,25940.9,25976.75,25878.0,25938.85,396893959,25922.0,25983.5,25880.1,25936.8,71715,5790000,52519500,43008150,101157556,88178488
2025-12-31,25971.05,26187.95,25969.0,26129.6,246314941,26145.0,26325.0,26130.2,26296.3,72942,14026480,17727385,22164675,11944794,7724854
2026-01-01,26173.3,26197.55,26113.4,26146.55,425631910,26332.0,26339.6,26261.0,26290.4,31319,14003665,29428685,29729310,10850197,11286342
2026-01-02,26155.1,26340.0,26118.4,26328.55,357547806,26306.0,26480.0,26306.0,26455.4,64091,13702000,29872115,31032560,23322563,12447001
2026-01-05,26333.7,26373.2,26210.05,26250.3,338777649,26500.0,26510.0,26308.5,26331.3,79485,13845715,49881000,36553010,37376474,48072380
2026-01-06,26189.7,26273.95,26124.75,26178.7,383040203,26354.0,26399.0,26255.0,26285.1,66623,14064115,62750480,51676365,120327422,131485734
2026-01-07,26143.1,26187.15,26067.9,26140.75,338216740,26234.9,26298.0,26186.0,26235.3,54920,14074125,26234520,21164000,14602379,16999012
2026-01-08,26106.5,26133.2,25858.45,25876.85,328520950,26190.0,26210.0,25965.0,25985.6,106366,16262220,26866580,23947625,6937145,14480021
2026-01-09,25840.4,25940.6,25623.0,25683.3,348757262,25966.0,26031.6,25725.0,25788.3,89699,16876470,22573525,27014520,13588048,34068847
2026-01-12,25669.05,25813.15,25473.4,25790.25,275757268,25770.0,25899.0,25573.2,25876.0,121833,16816150,35643400,29474120,46811811,18128310
2026-01-13,25897.35,25899.8,25603.3,25732.3,339536336,25911.0,25934.8,25661.1,25790.8,87482,17029220,58580665,39546520,144845734,131105600
2026-01-14,25648.55,25791.75,25603.95,25665.6,393126596,25750.1,25850.0,25670.0,25719.0,70661,17014660,15177370,15137330,9591206,14983042
